purchase_number,total_orders,avg_order_amount,avg_days_gap_between_purchases
3289,4,6.56,0.0
3290,4,8.9,0.0
3291,4,5.78,0.0
3292,4,7.18,0.0
3293,4,9.41,0.0
3294,4,7.05,0.0
3295,4,6.31,0.0
3296,4,7.45,0.0
3297,4,6.28,0.0
3298,4,4.74,0.0
3299,4,5.38,0.0
3300,4,4.3,0.0
3301,4,23.75,0.0
3302,4,13.58,0.0
3303,4,5.51,0.0
3304,4,10.17,0.0
3305,4,7.03,0.0
3306,4,13.1,0.0
3307,4,6.43,0.0
3308,4,3.61,0.0
3309,4,6.23,0.0
3310,4,6.62,0.0
3311,4,11.83,0.0
3312,4,7.38,0.0
3313,4,6.12,0.0
3314,4,14.3,0.0
3315,4,15.27,0.0
3316,4,16.67,0.0
3317,4,7.55,0.0
3318,4,11.07,0.0
3319,4,17.49,0.0
3320,4,4.65,0.0
3321,4,11.24,0.0
3322,4,3.86,0.0
3323,4,4.35,0.0
3324,4,5.51,0.0
3325,4,6.24,0.0
3326,4,5.99,0.0
3327,4,8.82,0.0
3328,4,4.97,0.0
3329,4,10.49,0.0
3330,4,8.25,0.0
3331,4,6.18,0.0
3332,4,6.22,0.0
3333,4,6.61,0.0
3334,4,6.21,0.0
3335,4,13.11,0.0
3336,4,5.04,0.0
3337,4,6.69,0.0
3338,4,4.79,0.0
3339,4,10.93,0.0
3340,4,13.87,0.0
3341,4,8.82,0.0
3342,4,7.13,0.0
3343,4,5.67,0.0
3344,4,9.42,0.0
3345,4,13.35,0.0
3346,4,9.15,0.0
3347,4,8.78,0.0
3348,4,5.5,0.0
3349,4,15.24,0.0
3350,4,10.95,0.0
3351,4,7.64,0.0
3352,4,17.35,0.0
3353,4,5.29,0.0
3354,4,9.88,0.0
3355,4,6.23,0.0
3356,4,7.72,0.0
3357,4,7.89,0.0
3358,4,4.55,0.0
3359,4,5.79,0.0
3360,4,7.66,0.0
3361,4,9.82,0.0
3362,4,8.28,0.0
3363,4,9.52,0.0
3364,4,9.09,0.0
3365,4,7.19,0.0
3366,4,6.5,0.0
3367,4,9.69,0.0
3368,4,11.75,0.0
3369,4,27.69,0.0
3370,4,11.93,0.0
3371,4,11.8,0.0
3372,4,12.29,0.0
3373,4,17.24,0.0
3374,4,9.12,0.0
3375,4,6.12,0.0
3376,4,10.7,0.0
3377,4,11.64,0.0
3378,4,21.32,0.0
3379,4,9.51,0.0
3380,4,20.78,0.0
3381,4,14.33,0.0
3382,4,10.7,0.0
3383,4,8.17,0.0
3384,4,13.62,0.0
3385,4,16.07,0.0
3386,4,12.71,0.0
3387,4,18.02,0.0
3388,4,20.47,0.0
3389,4,12.28,0.0
3390,4,9.04,0.0
3391,4,12.86,0.0
3392,4,18.07,0.0
3393,4,11.35,0.0
3394,4,9.2,0.5
3395,4,17.59,0.0
3396,4,8.73,0.0
3397,4,8.3,0.0
3398,4,8.82,0.0
3399,4,22.65,0.0
3400,4,10.7,0.0
3401,4,8.82,0.0
3402,4,9.41,0.0
3403,4,6.58,0.0
3404,4,4.54,0.0
3405,4,16.5,0.0
3406,4,13.59,0.0
3407,4,21.32,0.0
3408,4,8.83,0.0
3409,4,7.04,0.0
3410,4,6.94,0.0
3411,4,6.3,0.0
3412,4,4.1,0.0
3413,4,18.89,0.0
3414,4,13.96,0.0
3415,4,9.18,0.0
3416,4,22.42,0.0
3417,4,27.73,0.0
3418,4,17.05,0.0
3419,4,21.84,0.0
3420,4,6.2,0.0
3421,4,4.13,0.0
3422,4,6.16,0.0
3423,4,6.67,0.0
3424,4,9.72,0.0
3425,4,11.48,0.0
3426,4,13.89,0.0
3427,4,5.07,0.0
3428,4,8.62,0.0
3429,4,7.97,0.5
3430,4,13.8,0.0
3431,4,12.14,1.0
3432,4,6.9,0.0
3433,4,6.62,0.0
3434,4,5.94,0.0
3435,4,7.87,0.0
3436,4,22.47,0.0
3437,4,6.58,0.0
3438,4,7.8,0.0
3439,4,5.94,0.0
3440,4,13.66,0.0
3441,4,9.02,0.0
3442,4,5.11,0.0
3443,4,7.48,0.0
3444,4,15.03,0.0
3445,4,14.87,0.0
3446,4,20.9,0.0
3447,4,64.01,0.0
3448,4,10.21,0.0
3449,4,14.51,0.0
3450,4,12.96,0.0
3451,4,16.27,0.0
3452,4,20.22,0.25
3453,4,12.13,0.0
3454,4,8.49,0.0
3455,4,8.92,0.0
3456,4,8.82,0.0
3457,4,8.58,0.0
3458,4,5.32,0.0
3459,4,6.94,0.0
3460,4,8.5,0.0
3461,4,10.07,0.0
3462,4,7.16,0.0
3463,4,5.18,0.0
3464,4,5.67,0.0
3465,4,9.04,0.0
3466,4,5.94,0.0
3467,4,4.93,0.0
3468,4,12.2,0.0
3469,4,13.63,0.0
3470,4,7.17,0.0
3471,4,6.42,0.0
3472,4,7.28,0.0
3473,4,9.44,0.0
3474,4,8.1,0.0
3475,4,8.84,0.0
3476,4,5.38,0.0
3477,4,9.72,0.0
3478,4,12.87,0.0
3479,4,8.0,0.0
3480,4,11.58,0.0
3481,4,9.62,0.0
3482,4,7.5,0.0
3483,4,11.72,0.0
3484,4,5.78,0.0
3485,4,22.43,0.0
3486,4,7.94,0.0
3487,4,16.03,0.0
3488,4,20.31,0.0
3489,4,9.43,0.0
3490,4,13.84,0.0
3491,4,15.16,0.0
3492,4,12.6,0.0
3493,4,20.07,0.0
3494,4,29.46,0.0
3495,4,31.38,0.0
3496,4,36.42,0.0
3497,4,11.39,0.0
3498,4,9.56,0.0
3499,4,13.2,0.0
3500,4,11.51,0.0
3501,4,29.48,0.0
3502,4,20.37,0.0
3503,4,10.77,0.0
3504,4,11.95,0.5
3505,4,5.92,0.25
3506,4,13.03,0.0
3507,4,14.78,0.0
3508,4,5.81,0.0
3509,4,7.82,0.0
3510,4,6.02,0.0
3511,4,8.07,0.0
3512,4,5.56,0.0
3513,4,6.06,0.0
3514,4,10.27,0.0
3515,4,10.17,0.0
3516,4,7.24,0.0
3517,4,7.09,0.0
3518,4,5.78,0.0
3519,4,9.89,0.0
3520,4,20.23,0.0
3521,4,15.7,0.0
3522,4,11.31,0.0
3523,4,18.36,0.0
3524,4,15.8,0.0
3525,4,11.51,0.0
3526,4,5.89,0.0
3527,4,6.43,0.0
3528,4,8.22,0.0
3529,4,5.91,0.0
3530,4,7.36,0.0
3531,4,14.12,0.0
3532,4,15.15,0.0
3533,4,9.51,0.0
3534,4,8.66,0.0
3535,4,11.93,0.0
3536,4,7.73,0.0
3537,4,7.75,0.0
3538,4,4.86,0.0
3539,4,21.11,0.0
3540,4,8.77,0.0
3541,4,6.35,0.0
3542,4,8.34,0.0
3543,4,4.01,0.0
3544,4,4.44,0.0
3545,4,8.22,0.0
3546,4,8.06,0.0
3547,4,13.1,0.0
3548,4,8.38,0.0
3549,4,5.64,0.0
3550,4,5.9,0.0
3551,4,9.86,0.0
3552,4,5.16,0.0
3553,4,10.75,0.0
3554,4,19.91,0.0
3555,4,7.77,0.0
3556,4,11.65,0.0
3557,4,26.3,0.0
3558,4,32.13,0.0
3559,4,9.65,0.0
3560,4,12.02,0.0
3561,4,6.74,0.0
3562,4,6.11,0.0
3563,4,7.3,0.5
3564,4,12.56,0.0
3565,4,8.2,0.0
3566,4,10.16,0.0
3567,4,17.78,0.0
3568,4,7.57,0.0
3569,4,10.7,0.0
3570,4,8.77,0.0
3571,4,9.69,0.0
3572,4,9.71,0.0
3573,4,21.66,0.0
3574,4,9.05,0.0
3575,4,14.86,0.0
3576,4,11.03,0.0
3577,4,22.21,0.0
3578,4,13.58,0.0
3579,4,6.83,0.0
3580,4,11.42,0.0
3581,4,7.44,0.0
3582,4,8.32,0.0
3583,4,7.67,0.0
3584,4,12.25,0.0
3585,4,18.02,0.0
3586,4,16.04,0.0
3587,4,10.24,0.0
3588,4,3.55,0.0
3589,4,7.89,0.0
3590,4,5.56,0.0
3591,4,4.73,0.0
3592,4,6.44,0.0
3593,4,5.36,0.0
3594,4,16.47,0.0
3595,4,5.62,0.0
3596,4,8.86,0.0
3597,4,8.64,0.0
3598,4,8.17,0.0
3599,4,7.45,0.0
3600,4,5.53,0.0
3601,4,4.35,0.0
3602,4,15.38,0.0
3603,4,6.42,0.0
3604,4,4.47,0.0
3605,4,13.85,0.0
3606,4,6.71,0.0
3607,4,380.52,0.0
3608,4,9.88,2.0
3609,4,9.54,0.0
3610,4,9.63,0.0
3611,4,7.46,0.0
3612,4,8.49,0.0
3613,4,7.68,0.0
3614,4,6.84,0.0
3615,4,7.12,0.0
3616,4,7.79,0.0
3617,4,9.1,0.0
3618,4,11.64,0.0
3619,4,5.29,0.0
3620,4,14.6,0.0
3621,4,14.76,0.0
3622,4,10.51,0.0
3623,4,4.76,0.0
3624,4,9.24,0.25
3625,4,8.71,0.0
3626,4,11.86,0.0
3627,4,9.5,0.0
3628,4,9.84,0.25
3629,4,8.98,0.0
3630,4,4.43,0.0
3631,4,5.33,0.0
3632,4,8.97,0.0
3633,4,7.48,0.0
3634,4,5.1,0.0
3635,4,7.81,0.0
3636,4,10.04,0.0
3637,4,4.35,0.0
3638,4,3.55,0.0
3639,4,6.41,0.0
3640,4,3.69,0.0
3641,4,13.45,0.0
3642,4,26.74,0.0
3643,4,10.55,0.0
3644,4,15.2,0.0
3645,4,10.76,0.0
3646,4,18.24,0.0
3647,4,8.23,1.25
3648,4,6.8,0.0
3649,4,11.58,0.0
3650,4,7.62,0.0
3651,4,9.36,0.0
3652,4,10.32,0.0
3653,4,11.28,0.0
3654,4,11.66,0.0
3655,4,5.09,0.0
3656,4,5.07,0.0
3657,4,6.84,0.0
3658,4,10.75,0.0
3659,4,9.04,0.0
3660,4,7.11,0.0
3661,4,9.39,0.0
3662,4,7.21,0.0
3663,4,8.77,0.0
3664,4,7.95,0.0
3665,4,9.89,0.0
3666,4,5.98,0.0
3667,4,6.99,0.0
3668,4,2.57,0.0
3669,4,4.64,0.0
3670,4,21.02,0.0
3671,4,10.36,0.0
3672,4,18.0,0.0
3673,4,7.75,1.0
3674,4,8.46,0.0
3675,4,6.31,0.0
3676,4,7.4,0.0
3677,4,6.19,0.0
3678,4,5.6,0.0
3679,4,10.4,0.0
3680,4,6.25,0.0
3681,4,14.26,0.0
3682,4,10.65,0.0
3683,4,15.34,0.0
3684,4,5.14,0.0
3685,4,5.11,0.0
3686,4,25.52,0.0
3687,4,3.79,0.0
3688,4,3.96,0.0
3689,4,15.37,0.0
3690,4,12.07,0.0
3691,4,17.15,0.0
3692,4,7.86,0.0
3693,4,11.37,0.0
3694,4,6.1,0.0
3695,4,7.39,0.0
3696,4,7.2,0.0
3697,4,5.35,0.0
3698,4,21.81,0.0
3699,4,16.22,0.0
3700,4,12.57,0.0
3701,4,10.09,0.0
3702,4,14.24,0.0
3703,4,5.6,0.0
3704,4,6.0,0.0
3705,4,13.29,0.0
3706,4,11.78,0.0
3707,4,5.15,0.0
3708,4,17.46,0.0
3709,4,7.72,0.0
3710,4,9.74,0.0
3711,4,10.42,0.0
3712,4,8.97,0.0
3713,4,11.81,0.0
3714,4,11.0,0.0
3715,4,7.68,0.0
3716,4,8.38,0.0
3717,4,9.81,0.0
3718,4,3.63,0.0
3719,4,4.48,0.0
3720,4,7.17,0.0
3721,4,8.88,0.0
3722,4,15.4,0.75
3723,4,9.89,0.0
3724,4,9.1,0.0
3725,4,10.43,0.0
3726,4,7.96,0.0
3727,4,6.98,0.0
3728,4,5.82,0.0
3729,4,11.06,0.0
3730,4,9.59,0.0
3731,4,9.91,0.0
3732,4,8.78,0.0
3733,4,11.45,0.0
3734,4,8.9,0.0
3735,4,9.81,0.0
3736,4,9.46,0.0
3737,4,7.08,0.0
3738,4,8.14,0.0
3739,4,7.48,0.0
3740,4,12.24,0.0
3741,4,7.36,0.0
3742,4,7.36,0.0
3743,4,7.03,0.0
3744,4,7.46,0.0
3745,4,7.44,0.0
3746,4,9.97,0.0
3747,4,18.12,0.0
3748,4,9.56,0.0
3749,4,6.85,0.0
3750,4,8.14,0.0
3751,4,11.77,0.0
3752,4,6.67,0.0
3753,4,4.32,0.0
3754,4,18.73,0.0
3755,4,12.85,0.0
3756,4,15.99,0.0
3757,4,11.38,0.0
3758,4,7.44,0.0
3759,4,8.64,0.0
3760,4,7.77,0.0
3761,4,7.04,0.0
3762,4,9.01,0.25
3763,4,11.64,0.0
3764,4,11.1,0.0
3765,4,8.55,0.0
3766,4,9.25,0.0
3767,4,16.04,0.0
3768,4,13.84,0.0
3769,4,10.19,0.0
3770,4,9.49,0.0
3771,4,5.74,0.0
3772,4,6.33,0.0
3773,4,7.47,0.0
3774,4,17.64,0.0
3775,4,8.14,0.0
3776,4,11.36,0.0
3777,4,8.34,0.0
3778,4,10.19,0.0
3779,4,5.98,0.0
3780,4,15.14,0.0
3781,4,6.16,0.0
3782,4,7.16,0.0
3783,4,12.28,0.0
3784,4,9.54,0.0
3785,4,5.86,0.0
3786,4,8.21,0.0
3787,4,4.58,0.0
3788,4,7.59,0.0
3789,4,8.05,0.0
3790,4,13.54,0.0
3791,4,12.41,0.0
3792,4,8.06,0.0
3793,4,7.49,0.0
3794,4,6.97,0.0
3795,4,13.97,0.0
3796,4,11.54,0.0
3797,4,11.99,0.0
3798,4,12.87,0.0
3799,4,15.88,0.0
3800,4,7.38,0.0
3801,4,38.13,0.0
3802,4,34.28,0.0
3803,4,6.55,0.0
3804,4,6.92,0.0
3805,4,13.32,0.0
3806,4,6.56,0.0
3807,4,7.68,0.0
3808,4,8.16,0.0
3809,4,4.75,0.0
3810,4,16.84,0.0
3811,4,22.27,0.0
3812,4,2.44,0.0
3813,4,18.3,0.0
3814,4,14.86,0.0
3815,4,21.41,0.0
3816,4,11.17,0.0
3817,4,7.1,0.0
3818,4,12.43,0.0
3819,4,6.18,0.0
3820,4,8.29,0.0
3821,4,10.31,0.0
3822,4,14.32,0.0
3823,4,12.49,0.75
3824,4,17.19,0.0
3825,4,4.42,0.0
3826,4,6.43,0.0
3827,4,3.26,0.0
3828,4,17.24,0.0
3829,4,8.54,0.0
3830,4,8.39,0.0
3831,4,12.7,0.0
3832,4,11.7,0.0
3833,4,9.35,0.0
3834,4,26.53,0.0
3835,4,10.96,0.0
3836,4,3.56,0.0
3837,4,4.92,0.0
3838,4,8.32,0.0
3839,4,14.1,0.0
3840,4,5.96,0.0
3841,4,4.53,0.0
3842,4,7.94,0.0
3843,4,3.76,0.0
3844,4,7.95,0.0
3845,4,13.02,0.0
3846,4,6.22,0.0
3847,4,6.18,0.0
3848,4,8.06,0.0
3849,4,10.11,0.0
3850,4,6.68,0.0
3851,4,11.48,0.0
3852,4,5.78,0.0
3853,4,3.72,0.0
3854,4,3.24,0.0
3855,4,21.88,0.0
3856,4,9.78,0.0
3857,4,11.72,0.0
3858,4,4.78,0.0
3859,4,7.34,0.0
3860,4,6.0,0.0
3861,4,5.89,0.0
3862,4,13.09,0.0
3863,4,26.67,0.0
3864,4,8.08,0.0
3865,4,17.5,0.0
3866,4,6.41,0.0
3867,4,5.8,0.0
3868,4,4.38,0.0
3869,4,15.72,0.0
3870,4,8.6,0.0
3871,4,13.62,0.0
3872,4,13.25,0.0
3873,4,9.47,0.0
3874,4,17.4,0.0
3875,4,21.74,0.0
3876,4,24.46,0.0
3877,4,28.88,0.0
3878,4,22.6,0.0
3879,4,9.69,0.0
3880,4,12.3,0.0
3881,4,11.95,0.0
3882,4,15.84,0.0
3883,4,7.64,0.0
3884,4,11.78,0.0
3885,4,4.73,0.5
3886,4,14.66,0.0
3887,4,5.91,0.0
3888,4,8.7,0.0
3889,4,18.16,0.0
3890,4,5.5,0.0
3891,4,7.04,0.0
3892,4,5.72,0.0
3893,4,6.67,0.0
3894,4,4.51,0.0
3895,4,6.66,0.0
3896,4,5.42,0.0
3897,4,8.04,0.0
3898,4,9.56,0.0
3899,4,48.03,0.0
3900,4,3.34,0.0
3901,4,4.6,0.0
3902,4,10.4,0.0
3903,4,7.19,0.0
3904,4,7.25,0.0
3905,4,10.75,0.0
3906,4,7.97,0.0
3907,4,5.96,0.0
3908,4,6.6,0.0
3909,4,6.89,0.0
3910,4,10.5,0.0
3911,4,7.16,0.0
3912,4,6.72,0.0
3913,4,8.38,0.0
3914,4,7.77,0.0
3915,4,4.9,0.0
3916,4,10.48,0.0
3917,4,9.7,0.0
3918,4,6.87,0.0
3919,4,6.94,0.0
3920,4,7.88,0.0
3921,4,11.45,0.0
3922,4,8.82,0.0
3923,4,15.2,0.0
3924,4,6.84,0.0
3925,4,7.95,0.0
3926,4,7.97,0.0
3927,4,10.2,0.0
3928,4,25.04,0.0
3929,4,26.09,0.0
3930,4,21.91,0.0
3931,4,31.2,0.0
3932,4,5.06,0.0
3933,4,6.51,0.0
3934,4,14.0,0.0
3935,4,8.14,0.0
3936,4,14.54,0.0
3937,4,5.58,0.0
3938,4,10.86,0.0
3939,4,9.07,0.0
3940,4,7.54,0.0
3941,4,9.85,0.0
3942,4,9.81,0.0
3943,4,8.25,0.0
3944,4,7.46,0.0
3945,4,13.92,0.0
3946,4,22.04,0.0
3947,4,25.96,0.0
3948,4,6.23,0.0
3949,4,6.71,0.0
3950,4,10.29,0.0
3951,4,15.14,0.0
3952,4,6.96,0.0
3953,4,16.62,0.0
3954,4,5.0,0.0
3955,4,11.41,0.0
3956,4,8.01,0.0
3957,4,7.37,0.0
3958,4,12.2,0.0
3959,4,7.45,0.0
3960,4,21.48,0.25
3961,4,9.88,0.0
3962,4,4.94,0.0
3963,4,12.02,0.0
3964,4,8.58,0.0
3965,4,5.63,0.0
3966,4,14.74,0.0
3967,4,25.8,0.0
3968,4,11.4,0.0
3969,4,24.63,0.0
3970,4,3.65,0.0
3971,4,10.41,0.0
3972,4,14.66,0.0
3973,4,5.51,0.0
3974,4,12.8,0.0
3975,4,14.17,0.0
3976,4,5.87,0.0
3977,4,8.12,0.0
3978,4,5.28,0.0
3979,4,4.07,0.0
3980,4,4.96,0.0
3981,4,7.6,0.0
3982,4,8.75,1.0
3983,4,8.12,0.0
3984,4,8.33,0.0
3985,4,6.66,0.0
3986,4,17.03,0.0
3987,4,8.44,1.0
3988,4,15.78,0.0
3989,4,8.22,0.0
3990,4,10.21,0.0
3991,4,7.32,0.0
3992,4,12.18,0.0
3993,4,9.32,0.0
3994,4,7.48,0.0
3995,4,8.02,0.0
3996,4,38.74,0.0
3997,4,8.15,0.0
3998,4,6.22,0.0
3999,4,5.41,0.0
4000,4,10.1,0.0
4001,4,8.01,0.0
4002,4,7.59,0.0
4003,4,18.27,0.0
4004,4,10.64,0.0
4005,4,7.21,0.0
4006,4,7.41,0.0
4007,4,14.67,0.0
4008,4,4.8,0.0
4009,4,8.29,0.0
4010,4,6.6,0.0
4011,4,6.8,0.0
4012,4,9.56,0.0
4013,4,11.86,0.0
4014,4,10.2,0.0
4015,4,5.2,0.0
4016,4,20.24,0.0
4017,4,6.32,0.0
4018,4,12.65,0.0
4019,4,15.13,0.0
4020,4,8.7,0.0
4021,4,7.68,0.0
4022,4,9.39,0.0
4023,4,5.96,0.0
4024,4,15.03,0.0
4025,4,3.82,0.0
4026,4,7.36,0.0
4027,4,12.9,0.0
4028,4,9.88,0.0
4029,4,7.34,0.0
4030,4,10.07,0.0
4031,4,13.33,0.0
4032,4,6.71,0.0
4033,4,324.88,0.0
4034,4,10.68,0.0
4035,4,15.26,0.0
4036,4,13.24,0.0
4037,4,5.93,0.0
4038,4,6.63,0.0
4039,4,10.18,0.0
4040,4,10.81,0.0
4041,4,13.75,0.0
4042,4,9.72,0.0
4043,4,6.21,0.0
4044,4,7.75,0.0
4045,4,6.79,0.0
4046,4,19.15,0.0
4047,4,12.35,0.0
4048,4,8.52,0.0
4049,4,9.36,0.0
4050,4,11.91,1.25
4051,4,9.81,0.0
4052,4,6.83,0.0
4053,4,7.07,0.0
4054,4,6.42,0.0
4055,4,10.04,0.0
4056,4,5.16,0.0
4057,4,7.31,0.0
4058,4,17.1,0.0
4059,4,6.33,0.0
4060,4,9.5,0.0
4061,4,10.25,0.0
4062,4,9.46,0.0
4063,4,12.93,0.0
4064,4,15.97,0.0
4065,4,10.52,0.0
4066,4,5.86,0.0
4067,4,10.21,0.0
4068,4,16.21,0.0
4069,4,8.5,0.0
4070,4,51.64,0.0
4071,4,14.86,0.0
4072,4,6.86,0.5
4073,4,9.7,0.0
4074,4,5.97,0.0
4075,4,7.34,0.0
4076,4,6.11,0.0
4077,4,5.08,0.0
4078,4,7.57,0.0
4079,4,6.91,0.0
4080,4,7.01,0.0
4081,4,6.73,0.0
4082,4,8.0,0.0
4083,4,6.35,0.0
4084,4,5.12,0.0
4085,4,7.87,0.0
4086,4,6.4,0.0
4087,4,5.16,0.0
4088,4,5.83,0.0
4089,4,7.56,0.0
4090,4,14.67,0.0
4091,4,91.84,0.0
4092,4,24.84,0.0
4093,4,24.37,0.0
4094,4,18.96,0.0
4095,4,20.42,0.0
4096,4,52.0,0.0
4097,4,76.26,0.0
4098,4,18.7,0.0
4099,4,23.41,0.0
4100,4,21.32,0.0
4101,4,31.48,0.0
4102,4,12.27,0.0
4103,4,20.61,0.0
4104,4,25.58,0.0
4105,4,36.18,0.0
4106,4,40.97,0.0
4107,4,36.5,0.0
4108,4,26.16,0.0
4109,4,26.66,0.0
4110,4,12.38,0.0
4111,4,19.04,0.0
4112,4,16.53,0.0
4113,4,19.96,0.0
4114,4,8.93,0.0
4115,4,8.54,0.0
4116,4,6.51,0.0
4117,4,11.01,0.0
4118,4,6.18,0.0
4119,4,7.0,0.0
4120,4,5.09,0.0
4121,4,18.72,0.0
4122,4,19.6,0.0
4123,4,14.96,0.0
4124,4,20.49,0.0
4125,4,5.73,0.0
4126,4,6.33,0.0
4127,4,14.3,0.0
4128,4,61.96,0.75
4129,4,19.36,0.75
4130,4,61.48,0.0
4131,4,7.47,0.0
4132,4,15.98,0.0
4133,4,11.69,0.0
4134,4,15.06,0.0
4135,4,30.34,0.0
4136,4,34.3,0.25
4137,4,14.66,0.0
4138,4,13.42,0.0
4139,4,6.78,0.0
4140,4,8.64,0.0
4141,4,20.49,0.0
4142,4,13.58,0.0
4143,4,9.76,0.0
4144,4,13.6,0.0
4145,4,16.55,0.0
4146,4,8.09,0.0
4147,4,8.8,0.0
4148,4,10.17,0.0
4149,4,9.22,0.0
4150,4,17.85,0.0
4151,4,16.98,0.0
4152,4,31.76,0.0
4153,4,15.71,0.0
4154,4,19.07,0.0
4155,4,17.44,0.0
4156,4,12.23,0.0
4157,4,14.85,0.0
4158,4,11.2,0.0
4159,4,21.5,0.0
4160,4,12.22,0.0
4161,4,13.97,0.0
4162,4,20.69,0.0
4163,4,17.88,0.0
4164,4,10.78,0.0
4165,4,6.67,0.0
4166,4,6.49,0.0
4167,4,8.97,0.0
4168,4,10.1,0.0
4169,4,8.59,0.0
4170,4,6.77,0.0
4171,4,7.25,0.0
4172,4,7.02,0.0
4173,4,10.77,0.0
4174,4,19.06,0.0
4175,4,11.36,0.0
4176,4,7.1,0.0
4177,4,8.39,0.0
4178,4,12.12,0.0
4179,4,10.04,0.0
4180,4,8.07,0.0
4181,4,9.75,0.0
4182,4,7.44,0.0
4183,4,7.51,0.0
4184,4,6.62,0.0
4185,4,14.52,0.0
4186,4,8.2,0.0
4187,4,10.12,0.0
4188,4,8.8,0.0
4189,4,12.07,0.0
4190,4,9.2,0.0
4191,4,9.2,0.0
4192,4,9.82,0.0
4193,4,12.11,0.0
4194,4,12.31,0.0
4195,4,4.38,0.0
4196,4,5.91,0.0
4197,4,58.22,0.0
4198,4,11.82,0.0
4199,4,6.71,0.0
4200,4,3.48,0.0
4201,4,2.71,0.0
4202,4,7.97,0.0
4203,4,4.58,0.0
4204,4,5.54,0.0
4205,4,8.09,0.0
4206,4,10.1,0.0
4207,4,10.84,0.0
4208,4,13.35,0.0
4209,4,16.0,0.0
4210,4,6.4,0.0
4211,4,6.93,0.0
4212,4,7.7,0.0
4213,4,10.66,0.0
4214,4,14.3,0.0
4215,4,9.79,0.0
4216,4,10.56,0.0
4217,4,8.42,0.0
4218,4,12.87,0.0
4219,4,10.42,0.0
4220,4,16.56,0.0
4221,4,6.79,0.0
4222,4,4.2,0.0
4223,4,8.86,1.0
4224,4,11.72,0.0
4225,4,6.92,0.0
4226,4,33.88,0.0
4227,4,13.78,0.0
4228,4,6.92,0.0
4229,4,14.36,0.0
4230,4,19.84,0.0
4231,4,14.36,0.0
4232,4,12.67,0.0
4233,4,3.98,0.0
4234,4,30.89,0.0
4235,4,4.88,0.0
4236,4,18.9,0.0
4237,4,12.94,0.0
4238,4,7.86,0.0
4239,4,10.72,0.0
4240,4,20.98,0.0
4241,4,19.4,0.0
4242,4,17.17,0.0
4243,4,48.57,0.0
4244,4,45.12,0.0
4245,4,36.24,0.0
4246,4,25.14,0.0
4247,4,19.11,0.0
4248,4,27.38,0.0
4249,4,16.14,0.0
4250,4,5.45,0.0
4251,4,9.38,0.0
4252,4,21.56,0.0
4253,4,6.04,0.0
4254,4,16.29,0.0
4255,4,8.0,0.0
4256,4,3.34,0.0
4257,4,3.13,0.0
4258,4,16.52,0.0
4259,4,24.34,0.0
4260,4,22.2,0.0
4261,4,9.65,0.0
4262,4,6.25,0.0
4263,4,13.68,0.0
4264,4,18.58,0.0
4265,4,7.59,0.0
4266,4,5.02,0.0
4267,4,14.01,0.0
4268,4,6.2,0.0
4269,4,25.12,0.0
4270,4,8.81,0.0
4271,4,14.35,0.0
4272,4,13.84,0.0
4273,4,15.66,0.0
4274,4,7.68,0.0
4275,4,6.54,0.0
4276,4,21.4,0.0
4277,4,29.28,0.0
4278,4,4.95,0.0
4279,4,4.53,0.0
4280,4,8.98,0.0
4281,4,17.28,0.0
4282,4,7.57,0.0
4283,4,17.89,0.0
4284,4,6.15,0.0
4285,4,4.38,0.0
4286,4,5.46,0.0
4287,4,6.26,0.0
4288,4,6.32,0.0
4289,4,13.52,0.0
4290,4,11.63,0.25
4291,4,6.54,0.0
4292,4,4.87,0.0
4293,4,5.12,0.0
4294,4,11.91,0.0
4295,4,12.88,0.0
4296,4,9.98,0.0
4297,4,20.94,0.0
4298,4,6.74,0.0
4299,4,9.3,0.0
4300,4,7.49,0.0
4301,4,9.05,0.0
4302,4,9.74,0.0
4303,4,13.3,0.0
4304,4,4.65,1.25
4305,4,11.61,0.0
4306,4,9.74,0.0
4307,4,8.74,0.0
4308,4,5.72,0.0
4309,4,8.04,0.0
4310,4,15.67,0.0
4311,4,43.36,0.0
4312,4,12.02,0.0
4313,4,14.21,0.0
4314,4,8.06,0.0
4315,4,7.97,0.0
4316,4,10.97,0.0
4317,4,11.16,0.0
4318,4,11.15,0.0
4319,4,6.72,0.0
4320,4,17.48,0.0
4321,4,25.93,0.0
4322,4,22.3,0.0
4323,4,7.76,0.0
4324,4,9.19,0.0
4325,4,6.01,0.0
4326,4,5.8,0.0
4327,4,11.14,0.0
4328,4,7.8,0.0
4329,4,8.3,0.0
4330,4,9.61,0.0
4331,4,10.72,0.0
4332,4,7.57,0.0
4333,4,5.99,0.0
4334,4,6.66,0.0
4335,4,7.24,0.0
4336,4,6.97,0.0
4337,4,4.62,0.0
4338,4,6.09,0.0
4339,4,3.4,0.0
4340,4,7.7,0.0
4341,4,8.38,0.0
4342,4,57.24,0.5
4343,4,12.27,0.0
4344,4,7.19,0.0
4345,4,24.11,0.0
4346,4,10.11,0.0
4347,4,11.95,0.0
4348,4,9.36,0.0
4349,4,8.81,0.0
4350,4,9.88,0.0
4351,4,7.01,0.0
4352,4,7.73,0.0
4353,4,4.28,0.0
4354,4,13.3,0.0
4355,4,6.01,0.0
4356,4,7.53,0.0
4357,4,17.1,0.0
4358,4,12.8,0.0
4359,4,10.74,0.0
4360,4,10.51,0.0
4361,4,8.07,0.0
4362,4,9.93,0.0
